id,技能,系統,区分,Lv,名称(原文),名称(正規),読み,動作,消費,条件,対象,射程/形状,時間,抵抗,属性,効果概要,参照,拡張・適用対象,備考
948,ビブリオマンサー,秘奥魔法,ランク5,13,【ランケア＝フェリオデウス-神殺の槍-】,ランケア＝フェリオデウス-神殺の槍-,ランケアフェリオデウス,▶,MP18,,1体,2(100m)/射撃,一瞬,半減,純エネルギー,k100ダメージ,TC-14,,
949,ビブリオマンサー,秘奥魔法,ランク5,13,【ルクス＝サンクトゥム＝アドヴェントゥス-聖鐘の来卓-】,ルクス＝サンクトゥム＝アドヴェントゥス-聖鐘の来卓-,ルクスサンクトゥムアドヴェントゥス,▶,MP30,,1エリア(半径6m)/20,2(50m)/起点指定,一瞬,任意,,k100で回復,TC-14,,
950,フィジカルマスター,魔装,共通,1,【アイテム収納】,アイテム収納,アイテムシュウノウ,○,,,,,,,,変身時に消耗品などを収納し、変身時に使用可能にする,BR-53,コア部位,人間形態時=無効
951,フィジカルマスター,魔装,共通,1,【コア耐久増強】,コア耐久増強,コアタイキュウゾウキョウ,○,,,,,,,,コア部位の防護点+1、最大HP+5,BR-53,コア部位,人間形態時=無効
952,フィジカルマスター,魔装,共通,1,【生来武器強化A】,生来武器強化A,セイライブキキョウカエー,○,,,,,,,,すべての部位が武器習熟A/格闘を習得し、生来武器をAランク化,BR-53,すべて,人間形態時=無効
953,フィジカルマスター,魔装,共通,1,【部位即応＆強化】,部位即応＆強化,ブイソクオウキョウカ,○,,,,,,,,その他部位が主動作可能になり、命中力・回避力+1,BR-53,その他部位すべて,人間形態時=無効
954,フィジカルマスター,魔装,共通,1,【部位属性付与】,部位属性付与,ブイゾクセイフヨ,○,,,,,,,,生来武器に任意の属性を付与可能,BR-53,その他部位すべて,人間形態時=無効
955,フィジカルマスター,魔装,共通,1,【部位耐久増強】,部位耐久増強,ブイタイキュウゾウキョウ,○,,,,,,,,その他部位の防護点+1、最大HP+5,BR-53,その他部位すべて,人間形態時=無効
956,フィジカルマスター,魔装,共通,1,【魔将の慧眼】,魔将の慧眼,マショウノケイガン,○,,,,,,,,先制判定をフィジカルマスター技能で試みられる,BR-53,コア部位,人間形態時=有効
957,フィジカルマスター,魔装,ディアボロ,1,【宣言特技使用】,宣言特技使用,センゲントクギシヨウ,○,,,,,,,,その他部位がコア部位の宣言特技を使用可能になる,BR-54,その他部位すべて,人間形態時=無効
958,フィジカルマスター,魔装,ディアボロ,1,【戦士系技能使用】,戦士系技能使用,センシケイギノウシヨウ,○,,,,,,,,その他部位が戦士系技能の基準値を用いられる,BR-54,その他部位,人間形態時=無効
959,フィジカルマスター,魔装,ディアボロ,1,【呪傷の連鎖】,呪傷の連鎖,ジュショウノレンサ,○,,,,,,,,特殊能力「呪儀の連鎖」が使用可能になる,BR-54,コア部位,人間形態時=有効
960,フィジカルマスター,魔装,ディアボロ,1,【魔人の眼光】,魔人の眼光,マジンノガンコウ,○,,,,,,,,特殊能力「魔人の眼光」が使用可能になる,BR-54,コア部位,人間形態時=有効
961,フィジカルマスター,魔装,ディアボロ,1,【魔人能力拡大/達成値】,魔人能力拡大/達成値,マジンノウリョクカクダイタッセイチ,○,,,,,,,,ディアボロの特殊能力の達成値+1,BR-54,コア部位,人間形態時=有効
962,フィジカルマスター,魔装,ドレイク,1,【ブレス強化】,ブレス強化,ブレスキョウカ,○,,,,,,,,光のブレスの射程・kを強化する,BR-54,コア部位,人間形態時=無効
963,フィジカルマスター,魔装,ドレイク,1,【魔剣形状変更】,魔剣形状変更,マケンケイジョウヘンコウ,○,,,,,,,,魔剣の必要筋力とkを上昇させる,BR-54,,人間形態時=有効
964,フィジカルマスター,魔装,ドレイク,1,【魔剣ランク上昇A】,魔剣ランク上昇A,マケンランクジョウショウエー,○,,,,,,,,ドレイクの魔剣をAランクに強化する,BR-54,,人間形態時=有効
965,フィジカルマスター,魔装,バジリスク,1,【暗視】,暗視,アンシ,○,,,,,,,,暗視能力を得る,BR-54,,人間形態時=有効
966,フィジカルマスター,魔装,バジリスク,1,【邪視MP半減/＊＊】,邪視MP半減/＊＊,ジャシエムピーハンゲン,○,,,,,,,,任意の邪視の消費MPを半分にする,BR-54,邪眼,人間形態時=有効
967,フィジカルマスター,魔装,バジリスク,1,【邪視強化A/＊＊】,邪視強化A/＊＊,ジャシキョウカエー,○,,,,,,,,任意の邪視をAランクで使用可能にする,BR-54,邪眼,人間形態時=有効
968,フィジカルマスター,魔装,バジリスク,1,【邪視達成値強化】,邪視達成値強化,ジャシタッセイチキョウカ,○,,,,,,,,すべての邪視の達成値+1,BR-54,邪眼,人間形態時=無効
969,フィジカルマスター,魔装,シザースコーピオン,1,【機動射撃】,機動射撃,キドウシャゲキ,○,,【ターゲッティング】,,,,,,通常移動時、部位：鉄が射撃攻撃可能になる,BR-54,コア部位,人間形態時=-
970,フィジカルマスター,魔装,シザースコーピオン,1,【減衰の毒液】,減衰の毒液,ゲンスイノドクエキ,○,,,,,,,,尻尾の毒液の抵抗失敗時に追加効果を与える,BR-54,蠍,人間形態時=-
971,フィジカルマスター,魔装,共通,5,【コア耐久超増強】,コア耐久超増強,コアタイキュウチョウゾウキョウ,○,,【コア耐久増強】,,,,,,コア部位の防護点+1、最大HP+5を追加,BR-55,コア部位,人間形態時=無効
972,フィジカルマスター,魔装,共通,5,【渾身攻撃】,渾身攻撃,コンシンコウゲキ,○,,,,,,,,その他部位が戦闘特技「渾身攻撃」を使用可能,BR-55,その他部位すべて,人間形態時=無効
973,フィジカルマスター,魔装,共通,5,【生来武器強化S】,生来武器強化S,セイライブキキョウカエス,○,,【生来武器強化A】,,,,,,すべての部位が武器習熟S/格闘を習得し、生来武器をSランク化,BR-55,すべて,人間形態時=無効
974,フィジカルマスター,魔装,共通,5,【部位耐久超増強】,部位耐久超増強,ブイタイキュウチョウゾウキョウ,○,,【部位耐久増強】,,,,,,その他部位の防護点+1、最大HP+5を追加,BR-55,その他部位すべて,人間形態時=無効
975,フィジカルマスター,魔装,共通,5,【部位超強化】,部位超強化,ブイチョウキョウカ,○,,【部位即応＆強化】,,,,,,その他部位の命中力+1、回避力+1,BR-55,その他部位すべて,人間形態時=無効
976,フィジカルマスター,魔装,共通,5,【魔将の経験】,魔将の経験,マショウノケイケン,○,,,,,,,,フィジカルマスター技能で魔物知識判定を試みられる,BR-55,コア部位,人間形態時=有効
977,フィジカルマスター,魔装,共通,5,【練技使用】,練技使用,レンギシヨウ,○,,,,,,,,その他部位が練技を使用可能,BR-55,その他部位すべて,人間形態時=無効
978,フィジカルマスター,魔装,ディアボロ,5,【侵蝕の毒息】,侵蝕の毒息,シンショクノドクイキ,○,,,,,,,,特殊能力「侵蝕の毒息」が使用可能になる,BR-55,コア部位,人間形態時=有効
979,フィジカルマスター,魔装,ディアボロ,5,【胴体効果継続Ⅰ】,胴体効果継続Ⅰ,ドウタイコウカケイゾクイチ,○,,,,,,,,変身時に胴体の継続効果を任意のその他部位へ引き継ぐ,BR-55,胴体,人間形態時=無効
980,フィジカルマスター,魔装,ディアボロ,5,【魔人の咆哮】,魔人の咆哮,マジンノホウコウ,○,,,,,,,,特殊能力「魔人の咆哮」が使用可能になる,BR-55,コア部位,人間形態時=有効
981,フィジカルマスター,魔装,ドレイク,5,【魔剣+1】,魔剣+1,マケンプラスイチ,○,,,,,,,,ドレイクの魔剣を+1に強化する,BR-55,,人間形態時=無効
982,フィジカルマスター,魔装,ドレイク,5,【魔剣吸収】,魔剣吸収,マケンキュウシュウ,○,,,,,,,,コア部位の近接攻撃を魔剣と同等にする,BR-55,コア部位,人間形態時=無効
983,フィジカルマスター,魔装,ドレイク,5,【魔剣ランク上昇S】,魔剣ランク上昇S,マケンランクジョウショウエス,○,,【魔剣ランク上昇A】＆【武器習熟S/＊＊】,,,,,,ドレイクの魔剣をSランクに強化する,BR-55,,人間形態時=有効
984,フィジカルマスター,魔装,バジリスク,5,【巨大な身体】,巨大な身体,キョダイナシンタイ,○,,,,,,,,巨体により頭部・邪眼の回避力+2,BR-56,胴体,人間形態時=無効
985,フィジカルマスター,魔装,バジリスク,5,【邪視MP無償化/＊＊】,邪視MP無償化/＊＊,ジャシエムピームショウカ,○,,【邪視MP半減/＊＊】,,,,,,前提となる邪視の消費MPをなしにする,BR-56,邪眼,人間形態時=有効
986,フィジカルマスター,魔装,バジリスク,5,【邪視強化S/＊＊】,邪視強化S/＊＊,ジャシキョウカエス,○,,【邪視強化A/＊＊】,,,,,,任意の邪視をSランクで使用可能にする,BR-56,邪眼,人間形態時=有効
987,フィジカルマスター,魔装,バジリスク,5,【邪視変異Ⅰ】,邪視変異Ⅰ,ジャシヘンイイチ,○,,,,,,,,邪視を1種追加で得る,BR-56,邪眼,人間形態時=有効
988,フィジカルマスター,魔装,シザースコーピオン,5,【交差攻撃】,交差攻撃,コウサコウゲキ,○,,,,,,,,部位：鉄の攻撃命中時、k表を2回振る,BR-56,鉄,人間形態時=-
989,フィジカルマスター,魔装,シザースコーピオン,5,【毒効果拡大】,毒効果拡大,ドクコウカカクダイ,○,,,,,,,,尻尾の毒液の達成値+1、ダメージが1d+2になる,BR-56,蠍,人間形態時=-
990,フィジカルマスター,魔装,共通,10,【コア耐久極増強】,コア耐久極増強,コアタイキュウキョクゾウキョウ,○,,【コア耐久超増強】,,,,,,コア部位の防護点+2、最大HP+10を追加,BR-56,コア部位,人間形態時=無効
991,フィジカルマスター,魔装,共通,10,【生来武器強化SS】,生来武器強化SS,セイライブキキョウカエスエス,○,,【生来武器強化S】,,,,,,すべての部位が武器の達人を習得し、生来武器をSSランク化,BR-56,すべて,人間形態時=無効
992,フィジカルマスター,魔装,共通,10,【部位極強化】,部位極強化,ブイキョクキョウカ,○,,【部位超強化】,,,,,,その他部位の命中力+1、回避力+1を追加,BR-56,その他部位すべて,人間形態時=無効
993,フィジカルマスター,魔装,共通,10,【部位耐久極増強】,部位耐久極増強,ブイタイキュウキョクゾウキョウ,○,,【部位耐久超増強】,,,,,,その他部位の防護点+2、最大HP+10を追加,BR-56,その他部位すべて,人間形態時=無効
994,フィジカルマスター,魔装,共通,10,【魔将の領域】,魔将の領域,マショウノリョウイキ,○,,,,,,,,「守りの剣」の効果を退ける結果を作製する,BR-56,,人間形態時=有効
995,フィジカルマスター,魔装,共通,10,【マナ解除】,マナ解除,マナカイジョ,○,,,,,,,,戦闘特技ワードブレイクを習得する,BR-56,すべて,人間形態時=有効
996,フィジカルマスター,魔装,ディアボロ,10,【異界の挙動】,異界の挙動,イカイノキョドウ,○,,,,,,,,コア部位の主動作を放棄し、胴体が主動作を2回行う,BR-57,すべて,人間形態時=無効
997,フィジカルマスター,魔装,ディアボロ,10,【魂の吸収】,魂の吸収,タマシイノキュウシュウ,○,,,,,,,,特殊能力「魂の吸収」が使用可能になる,BR-57,コア部位,人間形態時=有効
998,フィジカルマスター,魔装,ディアボロ,10,【胴体効果継続Ⅱ】,胴体効果継続Ⅱ,ドウタイコウカケイゾクニ,○,,【胴体効果継続Ⅰ】,,,,,,胴体効果継続Ⅰを拡張し、引き継ぎの選択肢を増やす,BR-57,胴体,人間形態時=無効
999,フィジカルマスター,魔装,ディアボロ,10,【不平等な契約】,不平等な契約,フビョウドウナケイヤク,○,,,,,,,,特殊能力「不平等な契約」が使用可能になる,BR-57,コア部位,人間形態時=有効
1000,フィジカルマスター,魔装,ディアボロ,10,【魔人能力超拡大/達成値】,魔人能力超拡大/達成値,マジンノウリョクチョウカクダイタッセイチ,○,,【魔人能力拡大/達成値】,,,,,,ディアボロの特殊能力の達成値+1を追加,BR-57,コア部位,人間形態時=有効
1001,フィジカルマスター,魔装,ドレイク,10,【燦光のブレス】,燦光のブレス,サンコウノブレス,○,,【ブレス強化】,,,,,,光のブレスを「燦光のブレス」に変更する,BR-57,コア部位,人間形態時=無効
1002,フィジカルマスター,魔装,ドレイク,10,【魔剣ランク上昇SS】,魔剣ランク上昇SS,マケンランクジョウショウエスエス,○,,【魔剣ランク上昇S＆】《武器の達人》,,,,,,ドレイクの魔剣をSSランクに強化する,BR-57,,人間形態時=有効
1003,フィジカルマスター,魔装,バジリスク,10,【邪眼追加】,邪眼追加,ジャガンツイカ,○,,【邪視変異Ⅰ】,,,,,,邪眼を追加で1つ獲得する,BR-57,邪眼,人間形態時=有効
1004,フィジカルマスター,魔装,バジリスク,10,【邪視貫通制御】,邪視貫通制御,ジャシカンツウセイギョ,○,,【邪視強化SS/貫く邪視】＆《魔法制御》,,,,,,「貫く邪視」の対象を事前に除外できる,BR-57,邪眼,人間形態時=有効
1005,フィジカルマスター,魔装,バジリスク,10,【邪視強化SS/＊＊】,邪視強化SS/＊＊,ジャシキョウカエスエス,○,,【邪視強化S/＊＊】,,,,,,任意の邪視をSSランクで使用可能にする,BR-57,邪眼,人間形態時=有効
1006,フィジカルマスター,魔装,バジリスク,10,【邪視変異Ⅱ】,邪視変異Ⅱ,ジャシヘンイニ,○,,【邪視追加】,,,,,,邪視を1種追加で得る,BR-57,邪眼,人間形態時=有効
1007,フィジカルマスター,魔装,バジリスク,10,【魔法使用】,魔法使用,マホウシヨウ,○,,,,,,,,主動作で魔法行使可能になる,BR-58,邪眼,人間形態時=無効
1008,フィジカルマスター,魔装,シザースコーピオン,10,【蠍の姿勢制御】,蠍の姿勢制御,サソリノシセイセイギョ,○,,,,,,,,部位：蠍の低い姿勢で転倒しなくなる,BR-58,蠍,人間形態時=-
1009,フィジカルマスター,魔装,シザースコーピオン,10,【毒効果超拡大】,毒効果超拡大,ドクコウカチョウカクダイ,○,,【毒効果拡大/達成値】,,,,,,尻尾の毒液の達成値+1、ダメージが2dになる,BR-58,蠍,人間形態時=-
1010,ソーサラー,真語魔法,超越者用,16,【デュアル・インパクト】,デュアル・インパクト,ジュアルインパクト,▶,MP26,,1体,100m/射撃,一瞬,半減,衝撃＆斬撃,「k50+魔力」または「k70+魔力」ダメージ,FC-28,,
1011,ソーサラー,真語魔法,超越者用,16,【フィクス・エンチャントメント】,フィクス・エンチャントメント,フィクスエンチャントメント,▶,MP1,,1体○,50m/起点指定,3分(18R),なし,,有利な効果の達成値を上書きする,FC-28,,
1012,ソーサラー,真語魔法,超越者用,16,⏩【マナ・バースト】,マナ・バースト,マナバースト,⏩,MP10,,術者,術者/-,10秒(1R),なし,,kを持つ魔法が抵抗されてもクリティカルする,FC-28,,
1013,コンジャラー,操霊魔法,超越者用,16,【アース・ヒールⅢ】,アース・ヒールⅢ,アースヒールサン,▶,MP20,,1体,50m/起点指定,一瞬,消滅,,アンデッド・魔法生物以外のHPを完全回復する,FC-28,,
1014,コンジャラー,操霊魔法,超越者用,16,【テンポラリィ・リザレクション】,テンポラリィ・リザレクション,テンポラリィリザレクション,▶,MP30,,死体ひとつ,10m/起点指定,一瞬,なし,呪い,対象を一時的に蘇生する,FC-28,,
1015,コンジャラー,操霊魔法,超越者用,16,【プリセット・ドール】,プリセット・ドール,プリセットドール,▶,MP14+特殊,,人形ひとつ,接触/-,1日,なし,,人形に魔法をひとつ仕込んでおく,FC-29,,
1016,ウィザード,深智魔法,超越者用,16,【スペル・エンハンスⅡ】,スペル・エンハンスⅡ,スペルエンハンスニ,▶,MP9,,1体,30m/起点指定,3分(18R),なし,,対象のすべての魔力+2,FC-29,,
1017,ウィザード,深智魔法,超越者用,16,【ユースレス・マテリアル】,ユースレス・マテリアル,ユースレスマテリアル,▶,MP22,,物体ひとつ,接触/-,一瞬,必中,,魔法のアイテムや強化された物品を破壊する,FC-29,,
,ウィザード,深智魔法,超越者用,16,【ハイパー・レジスタンス】,ハイパー・レジスタンス,ハイパーレジスタンス,▶,MP8,,1体,50m/起点指定,3分(18R),なし,,指定した系統の魔法に対する生命・精神抵抗力+6,FC-29,,
1018,プリースト,神聖魔法,超越者用,16,【ゴッド・ストンプ】,ゴッド・ストンプ,ゴッドストンプ,▶,MP32,,半径6m/20,50m/起点指定,一瞬,半減,衝撃,「k70+魔力」ダメージ、地形変化,FC-29,,
